479	81	22.9	4.08	7.65	0.534	0.01	0.04	0.176	2.72	3.45	0.788	1.98	3.03	5.01	0.68	0.43	0.41	2.39	1.22	10.89	8	34	112	206	Carl Landry
62	0	7.4	0.73	2.26	0.321	0.27	0.97	0.283	0.29	0.37	0.783	0.16	0.66	0.82	0.84	0.32	0.05	0.71	0.39	2.02	2	12	84	193	Gabe Pruitt
514	120	21.1	3.14	7.03	0.447	0.02	0.11	0.182	1.70	2.43	0.700	1.42	2.93	4.35	0.89	0.69	0.34	2.41	1.03	8.00	8	4	131	206	Glen Davis
52	2	8.3	1.31	3.08	0.425	0.00	0.00	0.000	0.50	0.87	0.578	0.60	1.25	1.85	0.27	0.17	0.35	1.12	0.42	3.12	2	4	104	208	Jermareo Davidson
387	164	19.6	2.17	4.56	0.475	0.45	1.34	0.337	0.75	1.06	0.706	1.13	2.91	4.05	2.08	0.53	0.48	1.94	0.89	5.53	8	4	109	208	Josh McRoberts
135	7	8.2	0.93	1.87	0.496	0.00	0.01	0.000	0.41	0.99	0.410	0.72	1.27	1.99	0.30	0.14	0.39	1.66	0.49	2.26	5	5	127	216	Kyrylo Fesenko
402	129	19.7	2.85	6.52	0.438	0.02	0.08	0.235	1.97	2.69	0.732	1.37	3.45	4.82	0.86	0.82	1.31	2.46	1.31	7.69	8	34	102	208	Tyrus Thomas
70	3	11.1	0.80	1.66	0.483	0.00	0.00	0.000	0.33	0.54	0.605	1.01	1.76	2.77	0.36	0.26	0.23	1.90	0.54	1.93	2	34	116	206	Chris Richard
319	86	12.1	1.38	2.71	0.509	0.00	0.01	0.000	0.58	1.04	0.562	1.35	2.38	3.73	0.65	0.29	0.27	2.13	0.83	3.34	7	5	122	213	Aaron Gray
1	0	0.1	0.00	0.00	0.000	0.00	0.00	0.000	0.00	0.00	0.000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2	12	91	193	JamesOn Curry
559	137	24.7	3.71	8.50	0.436	0.28	0.89	0.311	3.31	4.17	0.795	0.54	2.30	2.85	4.35	0.73	0.08	1.45	1.82	11.01	8	12	86	191	Ramon Sessions
33	0	8.2	0.88	2.79	0.315	0.18	0.76	0.240	0.27	0.58	0.474	0.27	0.58	0.85	0.91	0.36	0.18	1.09	0.33	2.21	1	12	93	196	D.J. Strawberry
18	0	3.3	0.50	1.78	0.281	0.17	0.83	0.200	0.06	0.11	0.500	0.00	0.39	0.39	0.11	0.00	0.22	0.28	0.22	1.22	2	4	98	203	Demetris Nichols
17	0	4.3	0.41	1.47	0.280	0.12	0.65	0.182	0.65	0.71	0.917	0.00	0.59	0.59	0.65	0.12	0.00	0.29	0.53	1.59	1	1	80	183	Taurean Green
549	542	33.7	5.35	10.57	0.506	0.02	0.12	0.182	3.50	4.58	0.763	2.02	5.85	7.86	3.05	0.91	1.53	3.07	1.98	14.21	7	5	116	216	Marc Gasol
342	84	15.6	1.13	2.71	0.419	0.01	0.05	0.188	0.47	0.71	0.658	1.01	2.41	3.42	1.23	0.45	0.54	1.46	0.71	2.75	6	34	107	206	Dominic McGuire
10	0	2.8	0.30	1.10	0.273	0.00	0.60	0.000	0.00	0.00	0.000	0.00	0.00	0.00	0.20	0.10	0.10	1.00	0.30	0.60	1	12	93	203	Yue Sun
13	0	3.0	0.54	1.69	0.318	0.00	0.00	0.000	0.00	0.00	0.000	0.31	0.62	0.92	0.23	0.08	0.08	0.31	0.00	1.08	2	34	94	201	Marcus E. Williams
2	0	18.4	1.50	5.50	0.273	0.00	3.00	0.000	2.00	2.00	1.000	3.00	2.50	5.50	0.50	1.00	0.00	1.00	0.00	5.00	2	3	100	201	Derrick Byars
231	40	13.2	1.72	3.44	0.499	0.07	0.26	0.262	0.42	0.72	0.584	0.80	1.50	2.30	0.79	0.57	0.30	0.79	0.71	3.93	4	34	102	203	Julian Wright
613	584	32.5	4.95	11.26	0.440	1.15	3.08	0.373	2.42	3.00	0.806	0.42	2.42	2.85	5.59	1.53	0.18	2.01	2.04	13.48	8	1	79	185	Mike Conley
593	593	37.9	9.16	19.00	0.482	1.71	4.49	0.380	7.24	8.22	0.881	0.80	6.14	6.94	3.55	1.23	0.99	1.87	3.22	27.28	8	3	109	206	Kevin Durant
528	524	33.5	6.10	11.36	0.537	0.10	0.30	0.317	1.96	2.64	0.742	2.45	6.59	9.03	2.70	0.83	1.18	2.45	1.62	14.25	8	45	111	208	Al Horford
588	455	32.4	5.18	11.82	0.439	1.03	3.03	0.340	2.70	3.41	0.793	1.03	3.92	4.95	1.65	0.80	0.60	2.38	1.72	14.10	7	34	107	206	Jeff Green
188	8	12.7	1.40	3.39	0.413	0.14	0.61	0.235	0.91	1.18	0.778	0.18	0.86	1.04	1.64	0.44	0.02	1.03	0.77	3.86	4	2	92	191	Acie Law
296	167	28.0	4.62	10.23	0.452	0.26	0.90	0.293	2.41	3.22	0.747	1.32	2.84	4.17	1.19	0.62	0.51	2.60	1.43	11.92	4	34	92	203	Al Thornton
272	163	22.2	2.99	7.40	0.404	0.28	0.83	0.333	1.64	2.11	0.780	1.39	3.53	4.92	0.71	0.50	0.68	2.27	1.11	7.90	5	34	108	213	Jianlian Yi
622	392	30.4	5.93	11.94	0.497	0.40	1.25	0.320	1.61	2.35	0.687	1.99	3.70	5.69	1.48	1.41	0.39	2.19	1.43	13.87	8	34	100	203	Thaddeus Young
578	301	28.6	4.71	11.08	0.425	0.43	1.41	0.303	3.37	4.08	0.827	0.70	2.34	3.04	3.76	0.91	0.16	2.17	1.89	13.22	8	12	93	196	Rodney Stuckey
579	267	25.5	3.80	8.97	0.424	0.68	2.37	0.288	1.76	2.47	0.711	0.83	2.22	3.05	1.70	1.38	0.29	2.29	1.35	10.05	8	23	84	206	Corey Brewer
622	226	24.2	3.09	6.58	0.469	1.03	2.58	0.400	1.26	1.71	0.738	1.10	2.31	3.41	1.53	0.87	0.17	1.75	0.89	8.48	8	34	102	201	Jared Dudley
367	54	16.4	3.03	5.00	0.606	0.00	0.03	0.000	1.05	1.55	0.679	1.40	2.33	3.73	0.46	0.46	1.02	1.33	0.49	7.11	8	34	95	208	Brandan Wright
137	29	14.4	1.67	3.27	0.511	0.00	0.01	0.000	0.90	1.44	0.624	1.34	2.11	3.45	0.34	0.34	1.18	2.36	0.88	4.24	4	5	107	208	Sean Williams
445	343	31.1	5.32	12.04	0.442	1.30	3.84	0.339	1.76	2.26	0.777	1.13	4.17	5.29	1.76	0.76	0.70	2.87	1.45	13.70	8	3	102	203	Wilson Chandler
531	210	23.0	3.39	7.92	0.428	1.33	3.42	0.387	1.40	1.70	0.822	0.24	1.78	2.02	1.64	0.58	0.06	1.56	1.05	9.50	8	12	95	196	Marco Belinelli
113	10	16.4	2.03	4.58	0.442	0.11	0.46	0.231	1.11	1.73	0.638	0.74	1.70	2.44	1.78	0.52	0.07	1.31	1.21	5.27	3	12	91	196	Javaris Crittenton
568	463	29.5	3.57	7.26	0.491	0.00	0.02	0.000	2.23	3.13	0.711	3.34	6.09	9.43	2.97	0.84	1.41	2.86	1.77	9.36	8	45	105	211	Joakim Noah
438	96	17.5	2.63	5.65	0.465	0.07	0.24	0.302	1.01	1.28	0.786	1.19	2.37	3.55	0.77	0.35	0.66	2.25	0.87	6.33	8	4	109	213	Jason Smith
328	49	18.3	2.31	6.27	0.369	1.35	3.76	0.359	0.48	0.59	0.812	0.23	1.91	2.14	0.74	0.37	0.15	1.46	0.54	6.45	6	12	93	196	Daequan Cook
499	182	23.1	3.97	9.58	0.414	1.44	3.88	0.371	1.70	2.01	0.845	0.44	1.43	1.87	3.29	0.61	0.15	2.01	1.72	11.08	7	12	73	183	Aaron Brooks
600	455	28.2	4.18	9.20	0.454	1.16	3.04	0.382	2.00	2.44	0.819	0.51	2.50	3.02	1.96	0.49	0.20	2.05	1.22	11.52	8	2	98	196	Arron Afflalo
